name,scholar_id,affiliation,interests,citedby,num_publications,coauthors_id
Benoit Chabot,zmhBmaUAAAAJ,Microbiology/Medicine - Université de Sherbrooke,['RNA splicing - cancer - aging'],14299,169,"['0lT8y1YAAAAJ', 'LIo9DX4AAAAJ', 'MT5-rIAAAAAJ', 'MZv2fXwAAAAJ', 'QXC0nZ4AAAAJ', '_N0_ApEAAAAJ', 'Yw5AAEkAAAAJ', 'LiojlGoAAAAJ', 'RWwuQ70AAAAJ', 'UDIKQ3cAAAAJ', '9zEuqoIAAAAJ']"
Eneritz Agirre,xzVpLYoAAAAJ,"Karolinska Institutet, Molecular Neurobiology","['Biology', 'Computational biology', 'Alternative splicing', 'Epigenomics', 'Regulatory genomics']",2801,41,"['FeT7N_IAAAAJ', 'LiojlGoAAAAJ', 'b0SdZQQAAAAJ', 'wNge-pIAAAAJ', 'Yw5AAEkAAAAJ', 'n6C43xoAAAAJ', 'ECvHAFoAAAAJ', '4aa200MAAAAJ', 'OvsvnX0AAAAJ', 'zmhBmaUAAAAJ', 'JNRWI5gAAAAJ', 'gbcPJL4AAAAJ', 'Ut-AxWkAAAAJ']"
Ignacio Jesus Lorite Torres,mKlH1skAAAAJ,Investigador IFAPA,"['teledetección', 'riego', 'cultivos', 'cambio climático']",4883,151,[]
Benjamin J. Blencowe,WF1qv0oAAAAJ,"Professor, University of Toronto","['Gene regulation', 'RNA processing', 'alternative splicing', 'functional genomics']",38650,243,[]
Mathew G. Lewsey,5VSo-eAAAAAJ,La Trobe University,"['Plant Biology', 'Gene Regulatory Networks', 'Seed Biology', 'Germination', 'Transcription']",6805,79,"['imbCcS0AAAAJ', '217PMk0AAAAJ', 'l-E-pm0AAAAJ', 'gY2fukEAAAAJ', 'rG4GBKsAAAAJ', 'eCyWVPUAAAAJ', 'wDYHn8YAAAAJ', 'kxocNBsAAAAJ', 'XMHmvxIAAAAJ', 'Ndf3J88AAAAJ', '_dg7ol4AAAAJ', 'ycYsFqYAAAAJ', '6AfWQkAAAAAJ', 'MYRcFboAAAAJ', '10Fx1a4AAAAJ', 'ZxwExtQAAAAJ', 'Kk_VBncAAAAJ', '5xBWe1gAAAAJ', '8e2F4hYAAAAJ', '3854ZegAAAAJ', 'VwY_xEEAAAAJ', 'B8aiySEAAAAJ', 'q89RDcsAAAAJ', '2itCcEEAAAAJ', 'NPrjUiYAAAAJ', 'MF2q8DkAAAAJ', '49zvHC4AAAAJ', 'XxMvwwMAAAAJ', 'HHtq-H8AAAAJ', 'IGYyFmsAAAAJ', 'l5D7IfoAAAAJ', 'eFnTvrYAAAAJ', 's_bLYMsAAAAJ', 'qrwpkqUAAAAJ', 'gPvbftwAAAAJ', 'bKnBEZ8AAAAJ', 'Q5uxNigAAAAJ', 'a0RlF-IAAAAJ', 'CKyDTDEAAAAJ', 'mddkqHIAAAAJ', '62F43vgAAAAJ', '2CgWwZUAAAAJ', '_LwwgDMAAAAJ', '_qIW_PEAAAAJ', 'IKHPZlIAAAAJ', 'P5DxoMUAAAAJ', 'CIlqJnoAAAAJ', 'fzwCF6kAAAAJ', 'wx74AK8AAAAJ', 'k4wNP5wAAAAJ', 'bmX5-90AAAAJ', '9DCRnPkAAAAJ', 'zyVcIm4AAAAJ', 'Ga8z4jkAAAAJ', 'OC0WMnQAAAAJ', 'XVWrA4oAAAAJ', '8LxynSEAAAAJ', 'Brb3Ey8AAAAJ', '_5NX0D8AAAAJ', 'nVr-opEAAAAJ', 'vfIYq-AAAAAJ', 'x8_MuDAAAAAJ', '0zXMDB4AAAAJ', 'mMNxjT8AAAAJ', '2ZodDQEAAAAJ', 'GriJOGgAAAAJ', 'g1R4EKcAAAAJ', 'HK03ea4AAAAJ', 'Fy8KMxQAAAAJ', 'zl_2NqUAAAAJ']"
Claire Benard,rXV3plcAAAAJ,"Associate Prof at UQAM, Adjunct Associate Prof, UMass Chan Medical School, Principal Investigator","['Neurobiology', 'Developmental Biology', 'Aging', 'Genetics']",1281,54,[]
"Prasanna Gowda, PhD",feBw9ZcAAAAJ,"Associate Area Director, USDA-ARS Southeast Area","['Evapotranspiration modeling and mapping', 'Evapotranspiration measurement techniques', 'Watershed modeling']",8997,491,"['0I1fnrUAAAAJ', 'QOSqD1AAAAAJ', '4ye0qjcAAAAJ', '05hrWfEAAAAJ', 'FGUHxvYAAAAJ', 'z4FNoKgAAAAJ', 'AvfPGxgAAAAJ', '4I9FrusAAAAJ', 'FDu9BDwAAAAJ', 'V3P4j2sAAAAJ', 'pnohuegAAAAJ', '71350TcAAAAJ', 'jabZPZwAAAAJ', '72qxAYAAAAAJ', 'zkUEjyIAAAAJ', 'ilO06uUAAAAJ', 'b7hClIYAAAAJ', 'm_UDzzMAAAAJ', 'VIctbi4AAAAJ', 'Jka0zhAAAAAJ', 'dmHNo_EAAAAJ', 'SBjLT1AAAAAJ', 'FfD_fhsAAAAJ', '6GEk_XQAAAAJ', '57phCDQAAAAJ', 'QsIqPfsAAAAJ', 'Fb46TrgAAAAJ', 'zP96r-UAAAAJ', 'ZflPbbQAAAAJ', 'J7PqVygAAAAJ', 'MU6MtBIAAAAJ', 'HxZ6jf0AAAAJ', '21G3U-4AAAAJ', 'ZN2AnTQAAAAJ', 'f9gc4eAAAAAJ', 'f6Wj3zMAAAAJ', 'yPXqOj8AAAAJ', '2VAKa4YAAAAJ', 'rcyNy3sAAAAJ', 'tj8U8CQAAAAJ', '2dDrv84AAAAJ', 'bWq7zYkAAAAJ', 'QU5N9fMAAAAJ', 'QzRRcfIAAAAJ', '2-KyR8sAAAAJ', 'uWZGwNsAAAAJ', 'HewuvoUAAAAJ', 'GgciG2wAAAAJ', '5jm48TEAAAAJ', 'T2GheR4AAAAJ', 'EP89cqIAAAAJ', 'TTvwgaoAAAAJ', '6DFi8VYAAAAJ', 'pKV2QvsAAAAJ', 'Hjp_8rgAAAAJ', 'sI7W9OQAAAAJ', 'tx7JAB4AAAAJ', 'ldfU47MAAAAJ', 'JcrVSvcAAAAJ', 'a4Xynf8AAAAJ', 'pExchLgAAAAJ', 'c6WwYl8AAAAJ', 'V42qvSkAAAAJ', '40IHyooAAAAJ', 't73fJ7sAAAAJ', 'L6cvqjMAAAAJ', 'tPI9GakAAAAJ', 'iWgujIAAAAAJ', 'G97LHOQAAAAJ', '1VWbY4QAAAAJ', 'Bap8h-kAAAAJ', 'PQTiLZAAAAAJ', 'tCiXsZ4AAAAJ', 'CNoxJFoAAAAJ', 'a_m3S2YAAAAJ', '4Su88eYAAAAJ', 'lLMWbXwAAAAJ', 'yP65Zq4AAAAJ', 'rLYvZ8gAAAAJ', 'ZcY4VC8AAAAJ', 'ROY0vC0AAAAJ', 'L36KAIMAAAAJ', 'Teo_nJcAAAAJ', 'oTdyTasAAAAJ', 'wUzLlmgAAAAJ']"
Jeff Baldock,-R9lTlMAAAAJ,CSIRO Land and Water,['Carbon and nitrogen cycling in soils and sediments'],28311,398,[]
Magnus Nordborg,133WpF8AAAAJ,"Gregor Mendel Institute, Austrian Academy of Sciences","['Genetics', 'Population genetics', 'Evolution']",29605,212,"['VgzYS6IAAAAJ', 'Aq44auoAAAAJ', 'F36qnN0AAAAJ', 'FORaI6IAAAAJ', 'JEG_GroAAAAJ', '6N3z6lEAAAAJ', 'jyk0utYAAAAJ', 'BfrwM4QAAAAJ', '7zJW-28AAAAJ', 'JYP02H0AAAAJ', 'o1BYTL4AAAAJ', 'Zj5ky5gAAAAJ', 'lCZQ_lkAAAAJ', 'bjmPXPoAAAAJ', 'pQcBYvQAAAAJ', 'tQuQ1FwAAAAJ', 'xJSIws0AAAAJ', '217PMk0AAAAJ', '_S26cFEAAAAJ', 'OTLg4skAAAAJ', 'imRxrJ4AAAAJ', 'IoZNBg0AAAAJ', 'VuByJeAAAAAJ', 'EeEtku8AAAAJ', 'UI0Ar0sAAAAJ', 'iiDGeZgAAAAJ', 'ji0zVjgAAAAJ', 'e2zn3LoAAAAJ', 'Jq3d--cAAAAJ', 'MQXHFiIAAAAJ', '4ah5oHUAAAAJ', '6wnEbLsAAAAJ', 'Iapv69AAAAAJ', 'hsU0qvgAAAAJ', 'Bksuco4AAAAJ', 'jqfMCEcAAAAJ', 'V1S4r2gAAAAJ', 'hLTZTG4AAAAJ', 'epTHxM0AAAAJ', 'DZ-fHPgAAAAJ', 'cy9mlN0AAAAJ', 'lAfHAxoAAAAJ', 'iP004GgAAAAJ', 'ClSXZ4IAAAAJ', '5vjUEmEAAAAJ', 'M68cB1AAAAAJ', '1aX_bIcAAAAJ', 'rWnq5SEAAAAJ', 'v6rlOV0AAAAJ', 'V47r_-gAAAAJ', 'CXRFSOkAAAAJ', 'mXptns8AAAAJ', 'ojiQ3IoAAAAJ', 'H_iXVUEAAAAJ', 'CsFEd84AAAAJ', '8CRLlesAAAAJ', 'tTxJ968AAAAJ', '4NKVTG0AAAAJ', 'IeBc5OsAAAAJ', 'kUGqHYwAAAAJ', 'HP5fJyMAAAAJ', 'Bb936LAAAAAJ', 'v3JsjMYAAAAJ', '5XdNlE8AAAAJ', '5Q-Zd2UAAAAJ', 'hLFc29kAAAAJ', 'etElGFIAAAAJ', 'XGGsFuEAAAAJ', 'I4dPF_YAAAAJ', 'xv_ghYAAAAAJ', 'lXnG_MwAAAAJ', '1RtfjogAAAAJ', '4n429GYAAAAJ', '73ILZq4AAAAJ', '8j-Qf5wAAAAJ', 'WcRI4VcAAAAJ', 'bURaOFYAAAAJ', 'cXGVBi8AAAAJ', 'yxf8wX8AAAAJ', 'jOKjDG0AAAAJ', 'ktQ7T3UAAAAJ', 'hAPepaEAAAAJ', 'M0vVaeUAAAAJ', 'UT5I0hAAAAAJ', 'mf780T4AAAAJ', 'XGhy0ZUAAAAJ', 'nc7sC4UAAAAJ', 'EpXvxTIAAAAJ', 'pCWtZocAAAAJ', 'unSVwtsAAAAJ', '1u2DhFIAAAAJ', 'nKkZybgAAAAJ', 'gA6krWUAAAAJ', '68Yy5y4AAAAJ', '7X0YfAcAAAAJ', 'yQpS-g0AAAAJ', 'bqF-2MoAAAAJ', 'KDqE_lMAAAAJ', 'YbS_tl4AAAAJ', 'PNrzjM0AAAAJ', '4_MbgOQAAAAJ', 'UGuYsMkAAAAJ', '7Yba91QAAAAJ', 'ykU4kvoAAAAJ', 's9rG6yIAAAAJ', '4WaTFRUAAAAJ', 'aESuL1AAAAAJ', 'FIgCbIEAAAAJ', 'EAeobDEAAAAJ', 'Yr4LO3AAAAAJ', '3qNRKZkAAAAJ', 'oWcgX6oAAAAJ', 'uA0tObYAAAAJ', 'QfLnM80AAAAJ', 'TN3bbNwAAAAJ', '1yXxMt8AAAAJ', 'gs0OkPQAAAAJ', 'XbYWR90AAAAJ', '55sPPYMAAAAJ', 'sr7S_AkAAAAJ', 'd9Jtr_YAAAAJ', 'shmr0CQAAAAJ', '96BHqNcAAAAJ', '5H_VfgQAAAAJ', 'A2eG5nQAAAAJ', 'f3di15kAAAAJ', 'LeLjAToAAAAJ', 'YiAAJ2kAAAAJ', 'Hn20IkcAAAAJ', 'Ul_0XwIAAAAJ', 'OMDPQ1UAAAAJ', 'Ka-91IAAAAAJ', 'ElPJrZQAAAAJ', 'XVNHaoMAAAAJ', 'DMXqn-kAAAAJ', 'B96JRXgAAAAJ', 'kzht3-0AAAAJ', '_bACLswAAAAJ', 'CoxGqVsAAAAJ', 'u7MvE5MAAAAJ', '-Z9f-cgAAAAJ', 'ak0sXbYAAAAJ', '1EFWUv0AAAAJ', '4veQB4cAAAAJ', '1nr7TU0AAAAJ', 'F0y5eqgAAAAJ', '38cb5XQAAAAJ', 'qJ8iOCsAAAAJ', 'GpgDLxgAAAAJ', 'ZANw36QAAAAJ', 'BEuIXkAAAAAJ', 'eCFEOKUAAAAJ', 'otivCBQAAAAJ', 'U_K10BsAAAAJ', 'UVuQeJIAAAAJ', 'TmhHwmQAAAAJ', 'IrPitBgAAAAJ', 'PRPPIdcAAAAJ', '1_yYtMwAAAAJ', '6QeJ7fMAAAAJ', 's6c-Jb4AAAAJ', 'M7O1p6oAAAAJ', 'B8aiySEAAAAJ', '3fZfRNMAAAAJ', 'h-um7V4AAAAJ', '10Fx1a4AAAAJ', 'ZxwExtQAAAAJ', 'gn7QnKoAAAAJ', 'Sc1bxjwAAAAJ', '6AfWQkAAAAAJ', 'tRsBTUkAAAAJ', 'eCyWVPUAAAAJ', 'uISj95AAAAAJ', 'XDvkSrIAAAAJ']"
Mark Tester,FTvzOtkAAAAJ,"KAUST, Saudi Arabia",['Plant science'],53309,370,"['RwTQzuUAAAAJ', 'fZ70ljoAAAAJ', 'Yr2yDxIAAAAJ', 'WdL7PgcAAAAJ', 'JdW7jDEAAAAJ', 'gQMHlEUAAAAJ', 'oa4roh4AAAAJ', 'jWwsF3EAAAAJ', 'scCgL9IAAAAJ', 'kXz_jcwAAAAJ', 'aTmdqpYAAAAJ', 'kUs2s_0AAAAJ', '79kyfocAAAAJ', 'jM8GhUgAAAAJ', 'Ido48C8AAAAJ', 'UNi_SX4AAAAJ', 'xYwtN9YAAAAJ', 'GPaOSR8AAAAJ', 'JGizkDUAAAAJ', '0zXMDB4AAAAJ', 'A3OuUiwAAAAJ', 'bhTXgyUAAAAJ', 'zxDZ_GsAAAAJ', '33hnr20AAAAJ', 'RX0dEnIAAAAJ', '_Ps2AioAAAAJ', 'CUAuL88AAAAJ', 'jfGIEM4AAAAJ', '72Xn1_4AAAAJ', 'F_s-m3gAAAAJ', 'QNi-kwcAAAAJ', 'TsrPkfkAAAAJ', '_qrLKxsAAAAJ', 'sTQ4Y5QAAAAJ', 'QuQt3cEAAAAJ', 'MOaFLkMAAAAJ', 'n4t2IIYAAAAJ', 'LeXEvxEAAAAJ', 'HoWx-x8AAAAJ', 'Hvt2QdYAAAAJ', 'Fw4tQl8AAAAJ', '3MNvMOkAAAAJ', 'YsEKspcAAAAJ', 'azFYQbgAAAAJ', '2gTvi8oAAAAJ', '1X1ZDBQAAAAJ', 'T8Zn9_EAAAAJ', 'ect409oAAAAJ', 'QmF5V4wAAAAJ', 'yO7O2koAAAAJ', 'JH2zKvYAAAAJ', 'NG-YmvwAAAAJ', 'aiYshBUAAAAJ', 'Tk9pZqcAAAAJ', 'k4wNP5wAAAAJ', 'y09NiwwAAAAJ', 'Xv-I7ScAAAAJ', '9EJnQ4IAAAAJ', 'eUo63-UAAAAJ', 'KsXJhScAAAAJ', 'aw8XArsAAAAJ', 'DTwpMyIAAAAJ', 'PjFhuSkAAAAJ', 'J5yU3zIAAAAJ', 'EaQhETUAAAAJ', 'f3d23F4AAAAJ', 'sD4BJtgAAAAJ', 'OU4gpY0AAAAJ', '4VDE8-AAAAAJ', 'T0o3FuQAAAAJ', 'fIHuvPMAAAAJ', 'UVuQeJIAAAAJ', 'ePbOMhYAAAAJ', '8KefVd4AAAAJ', 'ZAgOGZEAAAAJ', 'R6tDbR0AAAAJ', 'LlghnuQAAAAJ', 'o_gaOZYAAAAJ', '1WwcsbUAAAAJ', 'Oj6HCZwAAAAJ', 'ZWROIxAAAAAJ', 'cDjdRUcAAAAJ', '7dq9zkwAAAAJ', 'jkkPAGQAAAAJ', 'JycSCWUAAAAJ', 'ooyaMHMAAAAJ', 'NgqaNkgAAAAJ', '-scHH_UAAAAJ', 'KlZVDc0AAAAJ', 'hvoNlLoAAAAJ', 'dl9bEDsAAAAJ', 'AFF74YkAAAAJ', 'Q3cl7PEAAAAJ', 'SQ4LTwMAAAAJ', 'NckY6S4AAAAJ', 'DuoNp5IAAAAJ', 'xb5EcH0AAAAJ', '7zJW-28AAAAJ', 'reRdmlAAAAAJ', 'j3RclYUAAAAJ', 'Lgk4WC07kUsC', 'ZPWQawwAAAAJ', 'qrDMYS0AAAAJ', 'iX3h_lAAAAAJ', 'icW6QGMAAAAJ', 'B_EX7HQAAAAJ', 'TpiVb3cAAAAJ', 'jzSECucAAAAJ', 'mXsN2TcAAAAJ', 'aWMFONUAAAAJ', 'x-eY1QgAAAAJ', 'kzE9lpQAAAAJ', 'bgAgsb0AAAAJ', 'O2wsXrMAAAAJ', 'Ut62CAwAAAAJ', 'FFnFaZcAAAAJ', 'iH_X5MQAAAAJ', 'lAmuAg4AAAAJ', 'LXbd1dwAAAAJ', 'AfyFMh8AAAAJ', '1uM6mkAAAAAJ', 'kHZBNkkAAAAJ', 'jeyQ9IMAAAAJ', 'Qi15nhUAAAAJ', 'K_gFzBcAAAAJ', 'LDgD_SIAAAAJ', 'sQEObzEAAAAJ', '5Zxy6fkAAAAJ', 'x9VzkQcAAAAJ', 'lSafnmEAAAAJ', 'fRUwFEAAAAAJ', 'NwyeJpIAAAAJ', 'L6VVfQUAAAAJ', 'Dn1ofkEAAAAJ', 'fQP4DqQAAAAJ', 'VgjC4I4AAAAJ', 'pojFwGAAAAAJ', '2Y9JeRIAAAAJ', 'ymyLNc0AAAAJ', 'oJSVAaEAAAAJ', 'ihJe_qAAAAAJ', 'IgUYAoEAAAAJ', 'nMGZ2ZQAAAAJ', 'CaOK5_wAAAAJ', 'rgNqVg0AAAAJ', '5DkphXoAAAAJ', 'DToUQWgAAAAJ', 'aamp0QsAAAAJ', 'qjP2rGkAAAAJ', 'USpHZQgAAAAJ', 'JEG_GroAAAAJ', 'tpWbKuYAAAAJ', 'w434nIEAAAAJ', '9SUmnNcAAAAJ', 'wdH7UekAAAAJ', 'mIqkyd4AAAAJ', 'XeEu5FwAAAAJ', '4vVGk3kAAAAJ', '-42meGUAAAAJ', 'QRdxT9QAAAAJ', 'F1JYd9UAAAAJ', '0E4pMnoAAAAJ', 'nif9xO4AAAAJ', '0-lcB1UAAAAJ', 'v-giX5UAAAAJ', '14d9qrkAAAAJ', 'DzHPx8IAAAAJ', 'cvnFvNIAAAAJ', 'P5hXphQAAAAJ', 'YLKP3KkAAAAJ', '4VQkEXgAAAAJ']"
Sergio Uhart,sHkGIRcAAAAJ,Dow AgroSciences. Seeds R&D Leader,[],3371,77,[]
Seonghoe Jang,h6SKsysAAAAJ,"Country director, World Vegetable Center Korea Office","['flowering', 'flower development', 'leaf angle', 'plant architecture']",6668,63,[]
sandra cortijo,B0rB_x0AAAAJ,Unknown affiliation,[],3115,42,[]
Dhaval Patel,x6J97nkAAAAJ,Earlham Institute,[],1140,13,"['JsBPOe4AAAAJ', 'UMbfxUAAAAAJ', 'iuBGuyIAAAAJ', 'gTBEO8MAAAAJ', 'HnRv_NoAAAAJ', 'cXGVBi8AAAAJ', 'QbV6x-AAAAAJ', 'khg2PRcAAAAJ', 'qLSYcUEAAAAJ', 'oExLgrAAAAAJ', 'UVuQeJIAAAAJ', 'aYmxrrAAAAAJ', '6fmEhNEAAAAJ', 'kQrfmbYAAAAJ', 'B875bJgAAAAJ', 'v7jCkHEAAAAJ']"
Marisa Collins,ETuHdusAAAAJ,"Senior Lecturer Agronomy, La Trobe University","['Agriculture', 'Irrigation and Environment']",552,47,"['eq3gvikAAAAJ', 'Dn1ofkEAAAAJ', 'd9h66yUAAAAJ', 'YaEFCIMAAAAJ', 'mTQMSloAAAAJ', 'R2D08l4AAAAJ', 'UYeer24AAAAJ']"
Martijn Van Zanten,4lX7YNoAAAAJ,Associate Professor,"['Arabidopsis', 'plants', 'temperature signalling']",3142,59,"['HZueRHQAAAAJ', 'oYdq4PwAAAAJ', 'nwA3fv8AAAAJ', 'BAg0hNkAAAAJ', 'dkYEhFUAAAAJ', '9pguCxAAAAAJ', 'ULmwAisAAAAJ', 'vxwBs3kAAAAJ', 'wo-kEBcAAAAJ', 'iuBGuyIAAAAJ', 'pCWtZocAAAAJ', '-sPR7UIAAAAJ', 'zDmwndAAAAAJ', 'fTyvNlkAAAAJ', 'HRcHV4gAAAAJ', 'AKwxzNYAAAAJ', 'lmDOAZsAAAAJ', 'f0JVuKkAAAAJ', 'TaflOpgAAAAJ', 'h97iBLQAAAAJ', 'mXptns8AAAAJ', 'sISL-BwAAAAJ', 'XGGsFuEAAAAJ', 'J31mwLUAAAAJ', 'yNg5yucAAAAJ', 'd7l_QfYAAAAJ', 'vPdjmBMAAAAJ', 'YLEhR3MAAAAJ', 'j-vQmJUAAAAJ', 'pJtDMtEAAAAJ', 'RGjaAT0AAAAJ', 'RxBDGUkAAAAJ', 'iZ-h758AAAAJ', 'Y_CZPwYAAAAJ', 'tskyj6UAAAAJ', 'wzscz4gAAAAJ', 'xDpmYRQAAAAJ', 'GH9DUUIAAAAJ', 'rF8CSMcAAAAJ', 'oh5MsUQAAAAJ', 'xjP-VXAAAAAJ', '0XLhHBgAAAAJ', '2cFOm2cAAAAJ', 'aUjDBYUAAAAJ']"
Rikuhiro G. Yamada,gI_AAyEAAAAJ,RIKEN,['systems biology'],1991,26,[]
Matthew A Jones,xzIKvQYAAAAJ,"PI, University of Glasgow","['circadian', 'phototropin', 'cryptochrome']",2846,137,"['JOQwd7kAAAAJ', '10Wem60AAAAJ', 'jHzpLOMAAAAJ', 'zX_HKMIAAAAJ', 'th--KvkAAAAJ', '2p9wV0kAAAAJ', '6VZfvlIAAAAJ', 'mMTIks0AAAAJ', '-sPR7UIAAAAJ']"
Pablo Cerdan,UvqfUD0AAAAJ,Fundacion Instituto Leloir,['Plant Biology'],2319,45,[]
"Nidhi Sharma, Ph.D.",EKguzeUAAAAJ,Stanford University,['Molecular Biology'],250,18,"['vHP8ugIAAAAJ', 'xjkZCI0AAAAJ', 'nGj4p9YAAAAJ']"
DR Rene Richter,JeSmspgAAAAJ,Unknown affiliation,"['molecular biology', 'biochemistry', 'genomics', 'epigenetic']",1671,19,"['Ae-gf4cAAAAJ', '14K2mxoAAAAJ', 'QfcfI1QAAAAJ', 'C2fAnUoAAAAJ', 'DdnQ04gAAAAJ', '3UBSojQAAAAJ', 'aESuL1AAAAAJ', 'NNotcvEAAAAJ', 'h6SKsysAAAAJ', 'gqd7-vQAAAAJ']"
M A Alghamdi,RQj_Wh4AAAAJ,king Abdulaziz University,[],1965,57,"['4eTHmnAAAAAJ', 'xvXYvHYAAAAJ', '2a26ZJ0AAAAJ', 'FtDVntoAAAAJ', 'c6tawYUAAAAJ', 'zvl5ph4AAAAJ', '4xuvfNMAAAAJ', 'yNaeY9wAAAAJ', 'XZ7gF_0AAAAJ', 'PyNfADoAAAAJ', 'r7D42Q8AAAAJ']"
Chua NH,VoaFGk0AAAAJ,Andrew W. Mellon Professor,['Plant Biology'],86927,725,[]
Muhammad Usman Anwer,JkBm7NMAAAAJ,"Post-Doc, Max Planck Institute for Plant Breeding Research, Cologne, Germany",['Quantitative Genetics and Evolutionary Biology'],268,6,"['dEQP81MAAAAJ', 'dkYEhFUAAAAJ', 'wxZ4dL4AAAAJ']"
Marianne Hoogmoed,jlqt0ykAAAAJ,Louis Bolk Instituut,"['Soil', 'nitrogen cycling', 'sustainable agriculture', 'wheat', 'soil organisms']",1328,31,[]
Alexandra Jullien,WOMqz2gAAAAJ,AgroParisTech,[],618,77,[]
chloe zubieta,yzwJCP8AAAAJ,CNRS,[],6107,108,[]
Roberto Benech Arnold,imXhnxMAAAAJ,Profesor de Producción de Granos - Facultad de Agronomía - IFEVA - UBA / CONICET,"['fisiología de semillas', 'ecología de semillas', 'ecología de malezas', 'fisiología de cultivos']",6859,192,[]
Joachim Heberle,XLJZhpwAAAAJ,Professor of Experimental Molecular Biophysics,"['Biophysics', 'biomembranes', 'membrane proteins', 'vibrational spectroscopy']",12026,282,[]
Jackie Rudd,J1my6MsAAAAJ,"Professor, Texas A&M AgriLife Research","['agriculture', 'wheat', 'breeding', 'genetics']",3091,194,"['lFeQCOEAAAAJ', 'QzRRcfIAAAAJ', 'JnM2urIAAAAJ', '-8GnX70AAAAJ', 'NmbcIYIAAAAJ', 'sB0xsq0AAAAJ', 'XyHzOmgAAAAJ', '5AF-3HoAAAAJ', 'GneW1g0AAAAJ', '8ux6bG4AAAAJ', 'HY7q9YUAAAAJ', 'fx2WMd8AAAAJ', 'R0ZvUVkAAAAJ', 'j2asNnMAAAAJ', 'ayKMXtMAAAAJ', 'Lh9I8f4AAAAJ', '_GqE6oMAAAAJ', 'zGMb2OcAAAAJ', 'nSuxhtAAAAAJ', 'EpGLn8gAAAAJ', '3rZSW4YAAAAJ']"
"Xu Zhang, Ph.D.",AWccubUAAAAJ,"Department of Medicine, The University of Illinois","['complex traits', 'genomics', 'epigenomics', 'gene regulation']",4803,92,[]
Roman Ulm,rkSTLLsAAAAJ,"University of Geneva, Switzerland","['Plant Photobiology', 'Signal Transduction', 'UV-B Photoreceptor', 'Photomorphogenesis']",8668,62,[]
Maria Paola Paronetto,j4272qEAAAAJ,"Associate Professor of Biology and Genetics, University of Rome Foro Italico","['Gene Regulation', 'RNA metabolism', 'splicing', 'Ewing Sarcoma']",5070,96,"['Vx1pDt4AAAAJ', '8ItuXzkAAAAJ', '0-jQkPoAAAAJ', 'nipNqUAAAAAJ', 'OvsvnX0AAAAJ', 'F9khVmQAAAAJ', 'ahuNkswAAAAJ', '-uD8dMAAAAAJ', 'MaB8PC0AAAAJ']"
Mollard Federico ,PzGNHQEAAAAJ,"IFEVA-CONICET, Facultad de Agronomía-UBA",[],395,39,[]
Michael E Hughes,fpD8M5wAAAAJ,"Assistant Professor, Washington University School of Medicine","['genomics', 'circadian rhythms', 'skeletal muscle']",7093,47,"['GseT2dUAAAAJ', 'Xxmiua8AAAAJ', '1hw5bX4AAAAJ', 'dxmax-0AAAAJ', 'G4r0Is4AAAAJ', '6VZfvlIAAAAJ', 'zxVzgwcAAAAJ', '5r-GH00AAAAJ', 'vaB5RpYAAAAJ', 'eGsYWtYAAAAJ', 'iO5Gw7wAAAAJ', 'R0YV3toAAAAJ', 'B7PpQTAAAAAJ', 'yMyxCfQAAAAJ', 'KByechwAAAAJ', 'ni9igMEAAAAJ', 'xl50ysYAAAAJ', '4wnNkGEAAAAJ', 'w20xGA0AAAAJ', 't3tUEA0AAAAJ', 'eku-lCwAAAAJ', 'z5iY_6wAAAAJ', 'iTPTGLIAAAAJ', 'GnEMEcAAAAAJ', 'FcpjztwAAAAJ', 'qKKAUD0AAAAJ', 'EQIuT24AAAAJ', '38AAmqEAAAAJ', 'xk4nvvAAAAAJ', 'PvVK2UIAAAAJ', 'HJRtfYIAAAAJ', 'XaGXihkAAAAJ', 'iqsQJ1sAAAAJ', 'KFiB4o0AAAAJ', 'JcGtlSQAAAAJ', 'uhQKwgkAAAAJ', 'NtI_cDcAAAAJ', 'L35ZUHYAAAAJ', 'SxdW9p4AAAAJ', 'G4HUtX4AAAAJ', 'Wp7ytN4AAAAJ', 'n7FbV3UAAAAJ', 'qcxJ0VIAAAAJ']"
François Parcy,zfAWsrUAAAAJ,"CNRS, Grenoble-Alpes University,  CEA, INRAE, Grenoble, France","['Plant biology', 'Flower development', 'Evolution', 'Transcription factor']",19647,111,"['Ftoa3WQAAAAJ', 'yzwJCP8AAAAJ', 'VgzYS6IAAAAJ', 'kBCpdW8AAAAJ', 'bFBO7O4AAAAJ', 'n3-32jAAAAAJ', 'BP-o6_kAAAAJ', 'BkbnIxkAAAAJ', 'VCqkOF8AAAAJ', 'v5xXwzYAAAAJ', 'UWyyLgIAAAAJ', 'tMRVsS0AAAAJ', 'MG90YRwAAAAJ', '8sU2waEAAAAJ', 'Dsr_4C4AAAAJ']"
simona masiero,QdQZlVkAAAAJ,Universita' degli studi di milano,['Plant Biology'],6976,84,"['07iqQ7IAAAAJ', 'yEoCbd8AAAAJ']"
Jose L Pruneda-Paz,JeRm9ecAAAAJ,"Associate Professor, University of California San Diego","['Plant biology', 'Chronobiology']",6128,55,[]
